FOODID;FOODNAME;LANG
116;VETEKLI;SV
117;MAKARONER, PASTA;SV
119;MAKARONER MÖRKA, JÄSTBRÖDSVETEMJÖL;SV
120;NUDEL, VETE;SV
121;SPAGETTI;SV
123;MAKARONER MÖRKA,  KOKADE UTAN SALT;SV
124;JÄSTBRÖDSVETEMJÖL;SV
125;SEMLEMJÖL, VETEMJÖL, RÅGMJÖL, VETEKROSS;SV
126;SKORPMJÖL;SV
133;VÅFFELSKAL T.EX. FÖR STRUT;SV
142;VETEMJÖL BAGERIINDUSTRIN, NYMALET;SV
150;KORNMJÖL;SV
151;KORNGRYN;SV
152;KORNFLINGOR;SV
153;HAVREFLINGOR;SV
154;TALKKUNA-MJÖL;SV
156;RIS, GRÖTRIS;SV
158;FULLKORNSRIS;SV
160;HIRSGRYN/-MJÖL;SV
161;BOVETEGRYN/-MJÖL;SV
162;POTATISMJÖL/-GRYN POTATISSTÄRKELSE;SV
163;MAJSFLINGOR CORN FLAKES;SV
167;MAJSKORN, TORKAD;SV
168;MALT FÖR SVAGDRICKA/MEMMA;SV
170;HAVREKLI;SV
172;SPENATSPAGHETTI ÄGGPASTA;SV
173;HAVREMAKARONER VETE, HAVRE;SV
175;VETEKROSS AV FULLKORN;SV
176;RÅGKROSS;SV
177;RIS-VILDRISBLANDNING, KOKT I OSALTAT VATTEN;SV
182;RISMJÖL/-FLINGOR;SV
183;FULLKORNSRISMJÖL;SV
184;MAJSCHIPS TACOSKAL;SV
185;GLUTENFRI MJÖLBLANDNING VETESTÄRKELSEPREPARAT;SV
186;SPENATSPAGHETTI KOKT UTAN SALT;SV
187;MAKARONER, OLJA I KOKVATTNET;SV
188;SPAGHETTI, OLJA I KOKVATTNET;SV
189;RÅG-VETEMJÖLSBLANDNING;SV
190;HAVREMAKARONER KOKT UTAN SALT;SV
191;HAVREMAKARONER, OLJA I KOKVATTNET;SV
202;POTATIS TORKAD;SV
203;POTATISCHIPS;SV
204;FÄRSKPOTATIS NYPOTATIS;SV
205;POTATIS, SKALAD;SV
206;POTATISMOSPULVER OTILLRETT;SV
207;POMMES FRITES FRÖST;SV
209;POTATISFLINGOR;SV
300;MOROT;SV
302;MOROT TORKAD;SV
303;KÅLROT;SV
304;ROVA;SV
305;RÖDBETA;SV
307;ÄTTIKSRÖDBETA;SV
308;RÄDISA;SV
309;PALSTERNACKA;SV
310;JORDÄRTSKOCKA;SV
311;ROTSELLERI;SV
312;SVARTROT;SV
313;SOPPRÖTTER MOROT, KÅLROT, ROTSELLERI, PURJO;SV
320;VITKÅL HUVUDKÅL;SV
321;RÖDKÅL;SV
322;BLOMKÅL;SV
324;BROCCOLI;SV
326;GRÖNKÅL;SV
327;ROSENKÅL BRYSSELKÅL;SV
329;KÅLRABBI;SV
330;BLADSALLAT, KRUKSALLAT, LOLLO ROSSO;SV
331;ISBERGSSALLAT FRASIG, AMERIKANSK SALLAT;SV
333;PERSILJA;SV
334;NÄSSLA;SV
335;LÖK;SV
336;LÖK TORKAD;SV
337;PURJOLÖK;SV
338;RABARBER;SV
339;BLADSELLERI;SV
340;SPARRIS;SV
342;SVAMP SOPP, KREMLA;SV
343;SVAMP RISKOR;SV
344;SVAMP, INLAGD I ÄTTIKA;SV
345;CHAMPINJONER;SV
346;GURKA;SV
347;ÄTTIKSGURKA;SV
348;KRYDDGURKA SOCKERSALTAD;SV
350;PUMPA;SV
351;SYLTAD PUMPA;SV
352;TOMAT;SV
353;TOMATKETCHUP;SV
354;TOMATPURÉ;SV
355;PAPRIKA MEDELVÄRDE;SV
356;GRÖNSAKSBLANDNING MOROT, BLOMKÅL, ÄRTER, BÖNOR;SV
358;GRÖNSAKSJUICE;SV
359;KINAKÅL;SV
360;MANGOLD;SV
362;ÄGGPLANTA AUBERGINE;SV
363;MAJSKORN;SV
364;TRÄDGÅRDSKRASSE;SV
367;KANTARELL;SV
368;STENMURKLA;SV
369;DILL, FÄRSK;SV
370;ÄRTER;SV
371;ÄRTER TORKADE;SV
372;GRÖNA BÖNOR;SV
373;BÖNOR BRUNA/VITA;SV
375;HASSELNÖTTER;SV
376;VALNÖTTER;SV
377;KASTANJER;SV
378;JORDNÖTTER;SV
379;MANDEL;SV
380;SOJAMJÖL FETT;SV
381;SOJAMJÖL MED LÅG FETTHALT;SV
382;KOKOSFLINGOR;SV
383;SALTA NÖTTER;SV
384;GRODDAR MEDELVÄRDE ALFA-ALFA, MUNGBÖNOR;SV
385;SESAMFRÖN, MED SKAL;SV
386;PAPRIKA RÖD;SV
387;PAPRIKA GRÖN;SV
388;PAPRIKA GUL;SV
389;SQUASH ZUCCHINI;SV
390;TOMATJUICE;SV
391;SOJABÖNOR TORKADE;SV
392;GRÄSLÖK;SV
393;VITLÖK;SV
394;GURKSALLAD GURKPICKELS GURKRELISH;SV
395;BÖNOR VITA, KOKTA;SV
396;GRÖNSAKSBLANDNING ÄRTER-MAJS-PAPRIKA DJUPFRYST;SV
398;KROSSADE TOMATER;SV
399;LINSER GRÖNA/BRUNA;SV
401;ÄPPLE TORKAT;SV
408;APRIKOS I SOCKERLAG;SV
409;APRIKOS TORKAD;SV
411;PERSIKOKONSERV I SOCKERLAG;SV
412;PERSIKA TORKAD;SV
417;ANANAS I SOCKERLAG;SV
423;VINDRUVOR MEDELVÄRDE KÄRNFRIA, GRÖNA/MÖRKA;SV
427;BLANDAD FRUKT, TORKAT;SV
428;RUSSIN;SV
431;OLIV MEDELVÄRDE VÄGD MED KÄRNA, I OLJA, GRÖN/SVART;SV
432;FRUKTSALLAD KONSERVERAD SOCKERLAG;SV
433;ÄPPELJUICE;SV
434;APELSINJUICE;SV
435;GRAPEJUICE;SV
436;JUICE MEDELVÄRDE;SV
437;CITRONSAFT UTSPÄDD;SV
438;ANANASJUICE;SV
440;LINGON;SV
441;TRANBÄR;SV
442;BLÅBÄR SKOGS-;SV
444;SVARTA VINBÄR;SV
445;RÖDA VINBÄR;SV
446;KRUSBÄR;SV
447;JORDGUBBE;SV
448;HALLON;SV
449;HJORTRON;SV
450;BÄRSYLT MEDELVÄRDE;SV
451;KOKT SAFT OUTSPÄDD, SOCKRAD;SV
452;KOKT SVARTVINBÄRSSAFT OUTSPÄDD, SOCKRAD;SV
453;KOKT SAFT OUTSPÄDD, SOCKERFRI;SV
454;BÄR MEDELVÄRDE;SV
455;HAVTORN;SV
456;MARMELAD AV BÄR;SV
457;RÖNNBÄR;SV
458;SVARTVINBÄRS-LINGONDRYCK;SV
459;LINGONSAFT OUTSPÄDD;SV
461;KOKT SAFT UTSPÄDD, SOCKRAD;SV
462;KOKT SVARTVINBÄRSSAFT UTSPÄDD, SOCKRAD;SV
463;KOKT SAFT UTSPÄDD, SOCKERFRI;SV
469;JUICE, FEM FRUKTERS JUICE;SV
471;ANANAS I EGEN JUICE;SV
472;ÄPPELMOS OSÖTAD;SV
473;FRUKTDRYCK NEKTAR, FRUKTHALT 50 %;SV
474;BÄRJUICE, OSÖTAD;SV
476;SYLT SÖTAD MED FRUKTOS;SV
477;MELON, NÄTMELON/CANTALUPONMELON SKALAD;SV
478;BÄRJUICE NEKTAR, BÄRHALT 50 %;SV
500;SMÖR;SV
501;FETTBLANDNING 80%;SV
528;FLOTTYR 100%;SV
529;INDUSTRIMARGARIN 80 % KAVLING;SV
530;BAGERIINDUSTRIMARGARIN 80 % BAKNING;SV
531;MATOLJA I LIVSMEDELINDUSTRI;SV
535;RYPSOLJA;SV
536;OLIVOLJA;SV
540;SOLROSOLJA;SV
541;MATOLJA MEDELVÄRDE;SV
542;SOJAOLJA;SV
543;MAJSOLJA;SV
550;STEKFETT ISTER;SV
552;KOKOSFETT 100 %;SV
553;TALG RÅTT NÖTFETT;SV
562;MAJONNÄS, HAMBURGERDRESSING;SV
563;FRANSK SALLADSDRESSING;SV
565;FETTBLANDNING 40%, KEVYT LEVI, LÅG SALTHALT OCH LAKTOSHALT;SV
568;MARGARIN 60%, RAINBOW/PIRKKA/ELDORADO;SV
570;FETTBLANDNING 40 %, KEVYT LEVI LÅG LAKTOSHALT;SV
572;MARGARIN 40%, LÄTTA;SV
576;SMÖR OSALTAT;SV
578;MAJONNÄS MED 27-33 % FETT;SV
579;SALLADSDRESSING FETT <17 %, LÅG FETTHALT;SV
585;SMÖR KRAFTIGT SALTAT;SV
586;FETTBLANDNING 80%, HÖG SALTHALT;SV
593;BAKNINGSMARGARIN 80%, PIRKKA/RAINBOW/ELDORADO;SV
597;MATFETTSBLANDNING 75%;SV
598;SMÖROLJA 100%, MJÖLKFETT;SV
599;MATFETT 32%, BENECOL LÄTT;SV
600;GÅRDSMJÖLK 4,4 % FETT, RÅMJÖLK, UTAN TILLSATT VITAMIN D;SV
602;RÅMJÖLK, COLOSTRUM;SV
604;GETMJÖLK;SV
606;MJÖLK FETTFRI;SV
611;HUSHÅLLSSURMJÖLK 0,8 % FETT;SV
612;SURMJÖLK FETTFRI;SV
613;KÄRNMJÖLK 0,3 % FETT;SV
615;GRÄDDFIL 10-12 % FETT;SV
616;ACIDOPHILUS-SURMJÖLK 2,5 % FETT, A-SURMJÖLK, AB-SURMJÖLK;SV
617;FIL AV HELMJÖLK, 3,5 % FETT;SV
618;LÄTTFIL CA 2 % FETT;SV
619;YOGHURT NATURELL, CA 2,5 % FETT;SV
622;KVARK <0,5 % FETT;SV
627;MJÖLK ETTANS 1 % FETT;SV
628;CRÈME FRAICHE 28 % FETT;SV
629;GRÄDDE 38 % FETT, VISPGRÄDDE, LÅG LAKTOSHALT;SV
630;SMETANA CA 40 % FETT;SV
632;MATLAGNINGSGRÄDDE 19 % FETT, KAFFEGRÄDDE;SV
633;LÄTTGRÄDDE 10 % FETT, LÅG LAKTOSHALT;SV
635;GRYNOST FETTFRI, LÅG LAKTOSHALT;SV
636;ETTANS FIL MED SYLT 1 % FETT, LÅG LAKTOSHALT;SV
637;YOGHURT FETTFRI, LÅG LAKTOSHALT, NATURELL;SV
639;BÄR-/FRUKTYOGHURT FETTFRI;SV
640;VITMÖGELOST FETT 26-30 G CAMEMBERT/BRIE;SV
641;GRÄDDOST, FETT 30 G TURUNMAA/OLTERMANNI/KORSHOLM/MASURKKA;SV
642;EMMENTALOST, FETT 27-30 G, RÖDSTÄMPLAD;SV
643;HÅRD SMÅHÅLIG OST, FETT 24-27 G, EDAM 40 % MEDELVÄRDE;SV
644;HALVHÅRD OST, FETT 9-11 G, LÄTT EDAM/KADETT;SV
645;GETOST FETT 20-25 G HÅRD OST;SV
647;SMÄLTOST, FETT 20-24 G, MEDELFET;SV
648;SMÄLTOST, FETT 27-35 G, HELFET;SV
649;GRYNOST FETT 2-5 G;SV
650;HEMOST, FETT 9-14 G BONDOST;SV
653;BLÅMÖGELOST, FETT 27-30 G AURA/DANAZOLE MEDELVÄRDE FETT 50 % AV TORRSUBSTANSEN;SV
654;GOUDA/SALANEUVOS FETT 28-30 G, FETT 48 % AV TORRSUBSTANSEN, MEDELVÄRDE;SV
655;HALVHÅRD OST, FETT 25-35 G LAPPI/POLAR/SMÅLAND/BILLINGE/RUSTHOLLI;SV
657;BRÖDOST FETT 17-23 G;SV
658;FÄRSKOST, FETT 36-44 G HELFET, KASAKKA/MUSTA-PEKKA;SV
659;SMÄLTOST FETT 9-12 G FETTSNÅL;SV
661;MJUKGLASS, SOFT ICE MED VÅFFEL;SV
663;GRÄDDGLASS;SV
664;GLASSPINNE GRÄDDGLASS MED CHOKLADÖVERDRAG MEDELVÄRDE;SV
665;GLASSTRUT GRÄDDGLASS;SV
666;MJÖLKGLASS;SV
667;GLASS SYNTETISKT SÖTAD;SV
668;GRÄDDGLASS > 12 % FETT, MEDELVÄRDE;SV
669;GLASS FETTFRI;SV
672;MJÖLKPULVER FETTFRITT;SV
675;LÄTTMJÖLK 1,5 %, LÅG LAKTOSHALT;SV
680;ETTANS FIL 1 % FETT;SV
682;FÄRSKOST FETT 30 G SYRAD GRÄDDPRODUKT CREME BONJOUR/CANTADOU;SV
684;LÄTTMJÖLK 1,5 % FETT;SV
685;BÄR-/FRUKTYOGHURT FETTFRI, FRUKTOS-ASPARTAM MEDELVÄRDE;SV
686;BÄR-/FRUKTYOGHURT HÖG FETTHALT 7 %;SV
687;MATLAGNINGSYOGHURT, FETT 6-8 %;SV
689;HELMJÖLK 3,5 % FETT;SV
690;SALLADOST FETT 18 G AV KOMJÖLK, I SALTLAG;SV
691;EMMENTALOST, FETT 27-30 G, STORHÅLIG, BLÅSTÄMPLAD/GRUYERE;SV
698;CHEDDAR;SV
699;MATLAGNINGSCREME 15 % FETT, VEGETABILISK FETTBLANDNING;SV
701;SVINKROPP MEDELFET;SV
703;GRISKOTLETT/RYGG TJOCKT FETTLAGER;SV
704;SKINKA MED FLÄSK;SV
705;GRISBOG;SV
706;SIDFLÄSK AV GRIS;SV
707;BACON FET;SV
708;RYGGFLÄSK AV GRIS;SV
709;GRISLÄGG;SV
711;KÖTTFÄRS GRIS-NÖT;SV
712;KÖTTFÄRS NÖT, LÅG FETTHALT, 7 % FETT;SV
713;GRISKÖTT MEDELVÄRDE;SV
714;NÖTKÖTT MEDELVÄRDE;SV
716;NÖTKROPP MEDELFET, 13 % FETT;SV
718;NÖT STEK;SV
719;NÖTBOG/HÖGREV;SV
720;NÖTLÄGG;SV
721;NÖTBRINGA;SV
722;NÖTFILÉ;SV
723;KÅLLAPP;SV
726;KALVSTEK;SV
730;LAMMKÖTT LÅG FETTHALT;SV
731;LAMMKÖTT FETT;SV
732;LAMMSTEK;SV
734;RENKÖTT;SV
735;ÄLGKÖTT;SV
736;HARE;SV
737;KANIN;SV
741;NÖTKÖTTKONSERV;SV
743;GRIS-NÖTKONSERV;SV
747;ALADÅB PÅ KÖTT;SV
748;GRISSTEK LÅG FETTHALT;SV
750;HÖNA;SV
751;KYCKLING HEL MED SKINN;SV
752;KALKON MED SKINN;SV
753;SKOGSFÅGEL;SV
754;KYCKLINGSTRIMLOR MEDELVÄRDE;SV
775;BASTUPALVAD SKINKA;SV
776;PÅLÄGG AV NÖTKÖTT;SV
779;KOKT SKINKA;SV
786;NÖTLEVER;SV
787;GRISLEVER;SV
788;LEVER KYCKLING;SV
789;LEVER REN;SV
790;LEVER MEDELVÄRDE;SV
791;NJURE;SV
792;HJÄRTA NÖT;SV
793;TUNGA NÖT;SV
794;BLOD;SV
797;RENPÅLÄGG KALLRÖKT;SV
799;SKINKPÅLÄGG LÅG FETTHALT;SV
800;STRÖMMING, FÄRSK, ÖSTERSJÖN;SV
801;STRÖMMING, SALTAD, ÖSTERSJÖN;SV
802;STRÖMMING, RÖKT, ÖSTERSJÖN;SV
803;SILL SALTAD I TUNNA;SV
804;TORSK;SV
805;GÖS;SV
806;RÖDFISK;SV
807;HÄLLEFLUNDRA;SV
809;MUJKA INSJÖ;SV
810;MUJKA INSJÖ, SALTAD;SV
811;MUJKA INSJÖ, RÖKT;SV
812;ABBORRE;SV
813;GÄDDA;SV
814;BRAXEN;SV
815;SIK;SV
816;SIK RÖKT;SV
817;LAX HEL;SV
818;LAX GRAVAD;SV
819;LAKE;SV
820;FLUNDRA;SV
821;ÅL;SV
822;REGNBÅGSLAX HEL MEDELVÄRDE;SV
823;ÖRING;SV
824;FISK MEDELVÄRDE STRÖMMING/MUJKA/ABBORRE/GÄDDA;SV
825;NEJONÖGA;SV
826;SEJ DJUPFRYST;SV
828;TONFISK I OLJA;SV
829;ANSJOVIS;SV
830;LAX I OLJA;SV
831;SARDIN MEDELVÄRDE, I OLJA OCH TOMATSÅS;SV
832;ROMKAVIAR MÖRK STÖRROM;SV
833;ROMKRÄM;SV
834;BLÅMUSSLA I VATTEN;SV
835;RÄKA;SV
836;KRÄFTA;SV
837;KRYDD-/SALTSILL MEDELVÄRDE;SV
838;KRYDD-/SALTSTRÖMMING MEDELVÄRDE;SV
844;BRAXEN RÖKT;SV
845;MÖRT;SV
846;RÖDFISK DJUPFRYST;SV
848;REGNBÅGSLAX HAV, FILÉ;SV
851;ÄGGULA 35 % AV ÄGGMASSAN;SV
852;ÄGGVITA 66 % AV ÄGGMASSAN;SV
855;VAKTELÄGG;SV
856;FISK RÖKT, MEDELVÄRDE, FETTSNÅL;SV
857;FISK RÖKT, MEDELVÄRDE, FET;SV
858;ÄGG UTAN SKAL;SV
859;SILL I VITLÖKS-/SENAPSSÅS;SV
860;STRÖMMING I DILL-/SENAPSSÅS;SV
862;TONFISK;SV
863;OSTRON VÄGDA MED SKAL;SV
864;SNIGEL;SV
865;BLÄCKFISK;SV
866;HUMMER;SV
870;FILÉ AV REGNBÅGSLAX GRAVAD;SV
871;LAXFILÉ;SV
900;KAFFE, MEDELVÄRDE;SV
901;TE;SV
902;ÖL MELLANÖL 4,5 VOL-% ALKOHOL;SV
903;ÖL A-ÖL, 5- 5,5 VOL-% ALKOHOL;SV
904;VIN MEDELVÄRDE, 8-15 VOL-% ALKOHOL;SV
905;STARKVIN SÖTT, BITTER, SHERRY, VERMOUTH, MADEIRA, FRUKTVIN;SV
906;STARKSPRIT, VODKA, GIN;SV
907;KONJAK/ROM/WHISKEY 40 VOL-%;SV
908;LIKÖR 20-30 VOL-%;SV
909;GIN LONG DRINK 5,5 VOL-%;SV
910;LÄSKEDRYCK;SV
911;CIDER SÖT <3 VOL-% ALKOHOL;SV
912;MJÖD;SV
913;ÖL, I-ÖL <2,8 VOL-% ALKOHOL;SV
914;SVAGDRICKA;SV
915;MINERALVATTEN;SV
917;CITRONTEPULVER OTILLREDD, SMAKSATT SNABBTE;SV
920;LÄSKEDRYCK SOCKERFRI LIGHT;SV
921;MINERALVATTEN LÅG NATRIUMHALT;SV
922;VATTEN, KRANVATTEN;SV
923;ÖRTTE;SV
924;RÖDVIN;SV
925;VITT VIN TORRT;SV
926;VITT VIN SÖTT;SV
928;COLADRYCK MEDELVÄRDE;SV
929;VINÄGER VINÄTTIKA;SV
930;FILTERKAFFE;SV
931;PANNKAFFE;SV
932;SPECIALKAFFE, CAPPUCCINO, OSÖTAD, HELMJÖLK;SV
933;STARKSPRITSÄTTIKA;SV
934;HONUNGS-ÄPPELVINÄGER;SV
936;SVAGT VIN 4-5 VOL-% ALKOHOL;SV
937;GRÖNT TE;SV
938;LÄSKEDRYCK DELVIS SYNTETISKT SÖTAD;SV
939;CIDER SÖT 4,7 VOL% ALKOHOL;SV
940;ÖL STARKT 7,5- 8 VOL-% ALKOHOL;SV
941;COLADRYCK LIGHT, SÖTAD MED ASPARTAME;SV
942;GRÄDDLIKÖR 15-17 VOL-% ALKOHOL;SV
943;CAMPARI MED JUICE BITTERDRINK;SV
944;IRISH COFFEE KAFFEDRYCK;SV
945;VINGLÖGG;SV
946;STÄRKELSESIRAP;SV
947;BLOODY MARY TOMATJUICEVODKA;SV
948;ROMCOLA;SV
949;SCREWDRIVER JUICEVODKA;SV
950;GIN TONIC;SV
951;TOM COLLINS GINDRINK;SV
952;DRY MARTINI GINDRINK;SV
953;ÄGGTODDY;SV
1000;RÅGVÄLLING PÅ VATTEN;SV
1001;RÅGVÄLLING PÅ SAFT;SV
1002;RÅGGRÖT PÅ VATTEN;SV
1003;RÅGGRÖT PÅ MJÖLK;SV
1005;RÅGPOTATISGRÖT PÅ VATTEN;SV
1006;RÅGBÄRGRÖT;SV
1007;RÅGBÄRGRÖT SOCKERFRI;SV
1009;RÅGBRÖD TRADITIONELLT, VATTEN, RÅGMJÖL;SV
1011;SÖTSURT BRÖD SURMJÖLK, VETE-, RÅGMJÖL;SV
1013;KARELSK PIROG TRADITIONELL PENSLAD, RIS, RÅGVETESKAL;SV
1014;POTATISPIROG RÅGSKAL;SV
1015;RÅGBÄRPIROG MOSADE BÄR, RÅGSKAL;SV
1017;FLOTTYRKOKT PIROG RIS OCH ÄGG, RÅGSKAL;SV
1022;BRÖDGRÖT;SV
1023;MEMMA;SV
1025;RÅGFLINGSVÄLLING PÅ MJÖLK;SV
1026;RÅGFLINGSGRÖT PÅ VATTEN;SV
1027;RÅGFLINGSGRÖT PÅ MJÖLK;SV
1028;FYRKORNSVÄLLING PÅ MJÖLK;SV
1030;FYRKORNSGRÖT PÅ MJÖLK;SV
1031;VETETORTILLA, BURRITO, WRAP, GRÖNSAKSFYLLNING;SV
1032;KRUSKAGRÖT;SV
1033;VETETORTILLA, WRAP MED KÖTTFÄRSFYLLNING;SV
1035;VETETORTILLA, WRAP MED KYCKLINGFYLLNING;SV
1036;RÅGBRÖD RÅG 51 %;SV
1056;PITABRÖD;SV
1100;VETEMJÖLSVÄLLING PÅ MJÖLK;SV
1101;ÄGGVÄLLING PÅ MJÖLK;SV
1104;VETEMJÖLSGRÖT PÅ LÄTTMJÖLK;SV
1107;FRANSKBRÖD LÄTTMJÖLK, VETEMJÖL;SV
1108;VETESEMLA LÄTTMJÖLK, VETEMJÖL;SV
1111;RIESKA LÄTTMJÖLK, VETE-, RÅGMJÖL;SV
1132;WIENERBRÖD PÅ LÄTTMJÖLK, HÖG FETTHALT 20 %;SV
1139;MUNK PÅ LÄTTMJÖLK, HEMBAKAD;SV
1150;SOCKERKRINGLA PÅ LÄTTMJÖLK;SV
1160;TÅRTBOTTEN SOCKERFRI;SV
1161;BÄRPAJ JÄSTDEGSBOTTEN PÅ LÄTTMJÖLK;SV
1164;SYLTPAJ JÄSTDEGSBOTTEN PÅ LÄTTMJÖLK;SV
1170;ÄPPELPAJ JÄSTDEGSBOTTEN PÅ LÄTTMJÖLK;SV
1173;KVARKPAJ JÄSTDEGSBOTTEN PÅ LÄTTMJÖLK;SV
1179;BÄRPAJ MÖRDEGSBOTTEN;SV
1180;BÄRGRÄDDFILSPAJ MÖRDEGSBOTTEN;SV
1181;SYLTPAJ MÖRDEGSBOTTEN;SV
1182;RABARBERPAJ MÖRDEGSBOTTEN;SV
1183;ÄPPELPAJ MÖRDEGSBOTTEN;SV
1184;KVARKPAJ MÖRDEGSBOTTEN;SV
1185;ÄPPEL-KVARKPAJ MÖRDEGSBOTTEN;SV
1193;RULLTÅRTS-/TÅRTBOTTEN SOCKERFRI;SV
1202;TOSCAKAKA;SV
1204;GRÄDDTÅRTA;SV
1206;KINUSKITÅRTA;SV
1207;KRÄMTÅRTA;SV
1208;FRUKTTÅRTA GELATINÖVERDRAG;SV
1218;MOROTSPIROG SMÖRDEG;SV
1220;SVAMPPIROG SMÖRDEG;SV
1221;GRÖNSAKSQUICHE GRÖNSAKER OCH OST, MÖRDEGSBOTTEN;SV
1223;PLÄTT PÅ LÄTTMJÖLK;SV
1228;BLINI PÅ LÄTTMJÖLK;SV
1231;PANNKAKA PÅ LÄTTMJÖLK;SV
1239;MJÖLKSÅS PÅ LÄTTMJÖLK, FETT-MJÖLAVREDNING;SV
1242;MJÖLKSÅS MJÖLAVREDNING;SV
1243;LJUS SÅS PÅ KÖTTBULJONG, MJÖLAVREDNING;SV
1244;BRUNSÅS FETT-MJÖLAVREDNING;SV
1245;STEKSÅS VETEMJÖL-GRÄDDAVREDNING;SV
1246;HOLLANDAISESÅS GRÄDDE, FETT, ÄGGULA, VETEMJÖL;SV
1247;ÄGGSÅS PÅ LÄTTMJÖLK, FETT-MJÖLAVREDNING;SV
1253;PLOMMONPUDDING;SV
1258;FATTIGA RIDDARE PÅ LÄTTMJÖLK, UTAN GRÄDDE, UTAN SYLT;SV
1262;HIMLAMAT GRÄDDE, SYLT, SMÅBRÖD;SV
1265;GRAHAMVÄLLING PÅ MJÖLK;SV
1266;GRAHAMGRÖT PÅ VATTEN;SV
1268;GRAHAMBÄRGRÖT;SV
1269;GRAHAMBRÖD LÄTTMJÖLK, GRAHAMMJÖL;SV
1270;GRAHAMSEMLA LÄTTMJÖLK, GRAHAM-, VETEMJÖL;SV
1276;MANNAGRYNSVÄLLING PÅ MJÖLK;SV
1277;MANNAGRYNSGRÖT PÅ MJÖLK;SV
1278;MANNABÄRGRÖT VISPAD, LINGON;SV
1279;MANNABÄRGRÖT VISPAD, SOCKERFRI, LINGON;SV
1280;MANNA-APRIKOSGRÖT VISPAD;SV
1281;MANNACHOKLADGRÖT;SV
1283;MANNAGRYNSVÄLLING MÖRK PÅ MJÖLK;SV
1284;MANNAGRYNSGRÖT MÖRK PÅ VATTEN;SV
1285;MANNAGRYNSGRÖT MÖRK PÅ MJÖLK;SV
1286;VETEFLINGSVÄLLING PÅ MJÖLK;SV
1287;VETEFLINGSVÄLLING PÅ VATTEN;SV
1288;VETEFLINGSGRÖT PÅ MJÖLK;SV
1289;MAKARONIVÄLLING PÅ MJÖLK;SV
1290;MAKARONIGRÖT PÅ MJÖLK;SV
1291;MAKARONILÅDA PÅ LÄTTMJÖLK, UTAN KÖTT;SV
1294;MAKARONER, STEKTA;SV
1295;JÄSTBRÖD VATTEN, JÄSTBRÖDSMJÖL;SV
1297;SURMJÖLKSLIMPA SURMJÖLK, VETE-, JÄSTBRÖDSMJÖL;SV
1298;MOROTSSEMLA LÄTTMJÖLK, JÄSTBRÖDS-, SEMLEMJÖL;SV
1301;SEMLA LÄTTMJÖLK, SEMLEMJÖL;SV
1305;BÄRPAJ MÖRDEGS-/JÄSTDEGSBOTTEN MEDELVÄRDE;SV
1307;ÖRFIL HÖG FETTHALT, PÅ LÄTTMJÖLK, MV-FETT;SV
1309;BATONG/FRANSKBRÖD VATTEN, VETEMJÖL;SV
1320;BOVETEBRÖD VATTEN, BOVETEMJÖL;SV
1326;RULLTÅRTA GLUTENFRI;SV
1330;RÅGJÄSTBRÖD VATTEN, RÅG-, JÄSTBRÖDSMJÖL;SV
1331;RÅGBRÖD VATTEN, RÅG-, JÄSTBRÖDSMJÖL;SV
